reg_no | back_codes | back_names
21101129035 | 101404 | Introduction to Fluid Mechanics
21101129041 | 101405,101408 | Introduction to Solid Mechanics,Structural Analysis
21101129051 | 101404 | Introduction to Fluid Mechanics
21102129003 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21102129011 | 102403 | Fluid Mechanics
21102129020 | 102405 | Strength of Materials
21110129002 | 100401,110402 | Biology for Engineers,Electrical Machines – II
21110129004 | 110402,110404 | Electrical Machines – II,Mathematics–III (Probability and Statistics)
21110129006 | 110401,110402,110404 | Analog Electronics,Electrical Machines – II,Mathematics–III (Probability and Statistics)
21110129007 | 110404 | Mathematics–III (Probability and Statistics)
21110129014 | 110404 | Mathematics–III (Probability and Statistics)
21101130002 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101130003 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101130005 | 101406,101408 | Materials, Testing & Evaluation,Structural Analysis
21101130010 | 101404 | Introduction to Fluid Mechanics
21101130027 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21102130001 | 102405,100408P | Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21102130002 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21102130004 | 102405,100408P | Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21102130006 | 102403,102405,100408P | Fluid Mechanics,Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21103130009 | 103402 | Electrical Machines – II
21103130010 | 103402 | Electrical Machines – II
21103130011 | 103401,103402 | Electrical and Electronics Measurement,Electrical Machines – II
21103130015 | 100401,103402 | Biology for Engineers,Electrical Machines – II
21103130018 | 100403 | Digital Electronics
21103130023 | 103402 | Electrical Machines – II
21103130024 | 103402 | Electrical Machines – II
21104130001 | 104401,104405 | Analog Circuits,Semiconductor Physics and Devices
21104130004 | 104401 | Analog Circuits
21104130013 | 104401,104402 | Analog Circuits,Analog Communication
21104130014 | 104401 | Analog Circuits
21104130015 | 104401 | Analog Circuits
21104130016 | 104405,100408P | Semiconductor Physics and Devices,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21104130020 | 104401 | Analog Circuits
21105130011 | 100403,100404 | Digital Electronics,Discrete Mathematics
21105130012 | 100403 | Digital Electronics
21101131001 | 101408 | Structural Analysis
21101131004 | 101404 | Introduction to Fluid Mechanics
21101131019 | 101406,101408 | Materials, Testing & Evaluation,Structural Analysis
21101131020 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101131058 | 101404,101405,101406,101408 | Introduction to Fluid Mechanics,Introduction to Solid Mechanics,Materials, Testing & Evaluation,Structural Analysis
21102131006 | 102402,102405 | Engineering Materials,Strength of Materials
21102131013 | 102405 | Strength of Materials
21102131015 | 102405 | Strength of Materials
21102131024 | 102405 | Strength of Materials
21102131025 | 102405 | Strength of Materials
21102131029 | 102401,102405 | Applied Thermodynamics,Strength of Materials
21102131031 | 102401,102403,102405 | Applied Thermodynamics,Fluid Mechanics,Strength of Materials
21103131001 | 100401,100403,103404 | Biology for Engineers,Digital Electronics,Signals and Systems
21103131002 | 100403,103401 | Digital Electronics,Electrical and Electronics Measurement
21103131004 | 103403,103404 | Mathematics – III (Probability and Statistics),Signals and Systems
21103131012 | 100401,100403 | Biology for Engineers,Digital Electronics
21103131015 | 103401 | Electrical and Electronics Measurement
21103131017 | 100403,103401,103404 | Digital Electronics,Electrical and Electronics Measurement,Signals and Systems
21103131024 | 100403,103401 | Digital Electronics,Electrical and Electronics Measurement
21103131028 | 103404 | Signals and Systems
21103131033 | 100403 | Digital Electronics
21103131045 | 100403,103404 | Digital Electronics,Signals and Systems
21103131047 | 103404 | Signals and Systems
21103131053 | 100403,103403,103404 | Digital Electronics,Mathematics – III (Probability and Statistics),Signals and Systems
21104131010 | 104401,104403 | Analog Circuits,Digital Circuits
21104131048 | 104401,104403,104405 | Analog Circuits,Digital Circuits,Semiconductor Physics and Devices
21105131003 | 100403 | Digital Electronics
21101132005 | 101408 | Structural Analysis
21101132009 | 101404,101408 | Introduction to Fluid Mechanics,Structural Analysis
21101132018 | 101407,101408 | Mechanical Engineering,Structural Analysis
21101132019 | 101407,101408 | Mechanical Engineering,Structural Analysis
21101132021 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101132022 | 101404,100408P | Introduction to Fluid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101132023 | 101402,101408 | Disaster Preparedness & Planning,Structural Analysis
21101132027 | 101404,101405,101408 | Introduction to Fluid Mechanics,Introduction to Solid Mechanics,Structural Analysis
21101132029 | 101407,100408P | Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101132030 | 101407 | Mechanical Engineering
21101132031 | 101405,101408 | Introduction to Solid Mechanics,Structural Analysis
21101132036 | 101404,101408 | Introduction to Fluid Mechanics,Structural Analysis
21101132037 | 101407,100408P | Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101132049 | 101408 | Structural Analysis
21101132054 | 101407 | Mechanical Engineering
21102132001 | 102401,102405 | Applied Thermodynamics,Strength of Materials
21102132003 | 102405 | Strength of Materials
21102132006 | 102405 | Strength of Materials
21102132014 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21102132015 | 102403 | Fluid Mechanics
21103132012 | 103401,103402 | Electrical and Electronics Measurement,Electrical Machines – II
21103132013 | 103402 | Electrical Machines – II
21103132015 | 103402 | Electrical Machines – II
21103132016 | 103401,103402 | Electrical and Electronics Measurement,Electrical Machines – II
21103132019 | 103401,103402,103404 | Electrical and Electronics Measurement,Electrical Machines – II,Signals and Systems
21103132020 | 100401 | Biology for Engineers
21103132033 | 103402 | Electrical Machines – II
21103132037 | 103402 | Electrical Machines – II
21103132042 | 103401,103404 | Electrical and Electronics Measurement,Signals and Systems
21103132045 | 103401 | Electrical and Electronics Measurement
21103132046 | 100401,100403,103402,103404 | Biology for Engineers,Digital Electronics,Electrical Machines – II,Signals and Systems
21103132047 | 100403 | Digital Electronics
21104132015 | 104401 | Analog Circuits
21104132018 | 104403 | Digital Circuits
21101133009 | 101408 | Structural Analysis
21101133012 | 101401 | Civil Engineering - Societal & Global Impact
21101133017 | 101406,101408,100408P | Materials, Testing & Evaluation,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101133026 | 101407 | Mechanical Engineering
21101133031 | 101401,101402,101404,101406,101407 | Civil Engineering - Societal & Global Impact,Disaster Preparedness & Planning,Introduction to Fluid Mechanics,Materials, Testing & Evaluation,Mechanical Engineering
21101133034 | 101404,101407,100408P | Introduction to Fluid Mechanics,Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101133043 | 101407,101408,100408P | Mechanical Engineering,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101133048 | 101408 | Structural Analysis
21101133051 | 101406,101407,100408P | Materials, Testing & Evaluation,Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101133052 | 101404,101406,101407 | Introduction to Fluid Mechanics,Materials, Testing & Evaluation,Mechanical Engineering
21102133001 | 102405,100408P | Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21103133006 | 103401 | Electrical and Electronics Measurement
21103133008 | 103401,103402 | Electrical and Electronics Measurement,Electrical Machines – II
21103133016 | 103404 | Signals and Systems
21103133027 | 103403 | Mathematics – III (Probability and Statistics)
21104133001 | 104403,100408P | Digital Circuits,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21104133004 | 104403 | Digital Circuits
21104133008 | 104401 | Analog Circuits
21104133012 | 104403 | Digital Circuits
21104133015 | 104403 | Digital Circuits
21104133017 | 104401 | Analog Circuits
21104133020 | 104401 | Analog Circuits
21104133024 | 104401 | Analog Circuits
21104133029 | 104401 | Analog Circuits
21104133033 | 104401,104403 | Analog Circuits,Digital Circuits
21101134005 | 101407,101408 | Mechanical Engineering,Structural Analysis
21101134012 | 101408 | Structural Analysis
21101134032 | 101408 | Structural Analysis
21101134038 | 101406,101408 | Materials, Testing & Evaluation,Structural Analysis
21101134042 | 101407 | Mechanical Engineering
21101134043 | 101401,101404,101406,101407,101408,100408P | Civil Engineering - Societal & Global Impact,Introduction to Fluid Mechanics,Materials, Testing & Evaluation,Mechanical Engineering,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101134046 | 101407 | Mechanical Engineering
21101134048 | 101408 | Structural Analysis
21101134050 | 101401,101404,101407,101408 | Civil Engineering - Societal & Global Impact,Introduction to Fluid Mechanics,Mechanical Engineering,Structural Analysis
21101134054 | 101404,101407,101408,100408P | Introduction to Fluid Mechanics,Mechanical Engineering,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21102134001 | 102403 | Fluid Mechanics
21102134002 | 102405 | Strength of Materials
21102134006 | 102403,102405 | Fluid Mechanics,Strength of Materials
21103134005 | 103403 | Mathematics – III (Probability and Statistics)
21103134006 | 103403 | Mathematics – III (Probability and Statistics)
21103134016 | 103402 | Electrical Machines – II
21103134017 | 103402,103404 | Electrical Machines – II,Signals and Systems
21103134018 | 100401,103401,103402 | Biology for Engineers,Electrical and Electronics Measurement,Electrical Machines – II
21103134020 | 103402 | Electrical Machines – II
21103134023 | 100401,103403 | Biology for Engineers,Mathematics – III (Probability and Statistics)
21103134028 | 103404 | Signals and Systems
21103134029 | 100401 | Biology for Engineers
21103134034 | 103401,103402 | Electrical and Electronics Measurement,Electrical Machines – II
21103134035 | 100401,103404 | Biology for Engineers,Signals and Systems
21103134038 | 103402 | Electrical Machines – II
21103134039 | 103402 | Electrical Machines – II
21103134044 | 103402 | Electrical Machines – II
21104134003 | 104401 | Analog Circuits
21104134006 | 104401,100408P | Analog Circuits,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21104134013 | 104403 | Digital Circuits
21104134014 | 104403 | Digital Circuits
21104134016 | 104401,104404 | Analog Circuits,Electromagnetic Theory
21104134019 | 104403 | Digital Circuits
21104134021 | 104401,104404,104405,100408P | Analog Circuits,Electromagnetic Theory,Semiconductor Physics and Devices,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21104134027 | 104401 | Analog Circuits
21104134030 | 104403,104404 | Digital Circuits,Electromagnetic Theory
21104134035 | 104401 | Analog Circuits
21104134037 | 104401 | Analog Circuits
21105134017 | 100403,100404,105402 | Digital Electronics,Discrete Mathematics,Design & Analysis of Algorithms
21105134020 | 100404 | Discrete Mathematics
21101135009 | 101405,101407 | Introduction to Solid Mechanics,Mechanical Engineering
21101135010 | 101405 | Introduction to Solid Mechanics
21101135011 | 101405 | Introduction to Solid Mechanics
21101135025 | 101405,101407,100408P | Introduction to Solid Mechanics,Mechanical Engineering,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101135032 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101135039 | 101406,101407,101408,100408P | Materials, Testing & Evaluation,Mechanical Engineering,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101135045 | 101405 | Introduction to Solid Mechanics
21101135046 | 101405 | Introduction to Solid Mechanics
21101135053 | 101405,101408 | Introduction to Solid Mechanics,Structural Analysis
21101135059 | 101405 | Introduction to Solid Mechanics
21102135002 | 102405 | Strength of Materials
21102135009 | 102404,102405,100408P | Instrumentation & Control,Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21102135020 | 102401,102405 | Applied Thermodynamics,Strength of Materials
21102135021 | 102401,100408P | Applied Thermodynamics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21102135024 | 102402,100408P | Engineering Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21102135026 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21102135028 | 102405 | Strength of Materials
21102135029 | 102402 | Engineering Materials
21102135036 | 102402,102405 | Engineering Materials,Strength of Materials
21103135013 | 100401 | Biology for Engineers
21103135028 | 103401 | Electrical and Electronics Measurement
21103135042 | 100403 | Digital Electronics
21104135007 | 104403,100408P | Digital Circuits,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21104135008 | 104404 | Electromagnetic Theory
21104135013 | 104401,104403 | Analog Circuits,Digital Circuits
21104135015 | 104401 | Analog Circuits
21104135016 | 104403,104404 | Digital Circuits,Electromagnetic Theory
21104135019 | 104401 | Analog Circuits
21104135024 | 104401,104404 | Analog Circuits,Electromagnetic Theory
21104135028 | 104404 | Electromagnetic Theory
21104135037 | 104401 | Analog Circuits
21104135038 | 104403 | Digital Circuits
21104135039 | 104401 | Analog Circuits
21104135041 | 104404 | Electromagnetic Theory
21101139002 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101139003 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101139011 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101139014 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101139017 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101139022 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101139024 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101139025 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101139026 | 101405,100408P | Introduction to Solid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101139028 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21105139007 | 100404,105401 | Discrete Mathematics,Computer Organization & Architecture
21105139026 | 105401 | Computer Organization & Architecture
21101140002 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101140006 | 101408,100408P | Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101140013 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101140027 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101140029 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101140034 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101140041 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101140047 | 101406 | Materials, Testing & Evaluation
21102140005 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21102140013 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21102140028 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21105140008 | 100403 | Digital Electronics
21105140021 | 100403 | Digital Electronics
21101141001 | 101404,100408P | Introduction to Fluid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101141004 | 101404 | Introduction to Fluid Mechanics
21101141013 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101141037 | 101408 | Structural Analysis
21101141045 | 101404,101406,101407,101408 | Introduction to Fluid Mechanics,Materials, Testing & Evaluation,Mechanical Engineering,Structural Analysis
21101141060 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101141063 | 101403 | Engineering Geology
21101141073 | 101406,101407 | Materials, Testing & Evaluation,Mechanical Engineering
21101141077 | 101405 | Introduction to Solid Mechanics
21101141079 | 101408 | Structural Analysis
21101141080 | 101407 | Mechanical Engineering
21101141088 | 101408 | Structural Analysis
21101141090 | 101404,101406,100408P | Introduction to Fluid Mechanics,Materials, Testing & Evaluation,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101141091 | 101408 | Structural Analysis
21101141100 | 101404,100408P | Introduction to Fluid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21102141002 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21102141004 | 102405 | Strength of Materials
21102141006 | 102403,102405 | Fluid Mechanics,Strength of Materials
21102141008 | 102405 | Strength of Materials
21103141008 | 100403 | Digital Electronics
21103141012 | 103402,103404 | Electrical Machines – II,Signals and Systems
21103141018 | 100401 | Biology for Engineers
21103141024 | 103404 | Signals and Systems
21103141027 | 103401 | Electrical and Electronics Measurement
21103141028 | 100403 | Digital Electronics
21103141034 | 103401 | Electrical and Electronics Measurement
21103141040 | 100403 | Digital Electronics
21101142004 | 101404,101408 | Introduction to Fluid Mechanics,Structural Analysis
21101142008 | 101407 | Mechanical Engineering
21101142021 | 101404 | Introduction to Fluid Mechanics
21101142024 | 101407,101408 | Mechanical Engineering,Structural Analysis
21101142028 | 101404,101408 | Introduction to Fluid Mechanics,Structural Analysis
21102142002 | 102405 | Strength of Materials
21103142004 | 100403 | Digital Electronics
21104142004 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21104142005 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21104142006 | 104401 | Analog Circuits
21101144001 | 101404 | Introduction to Fluid Mechanics
21101144007 | 101401,101404,101405,101407,101408 | Civil Engineering - Societal & Global Impact,Introduction to Fluid Mechanics,Introduction to Solid Mechanics,Mechanical Engineering,Structural Analysis
21101144008 | 101404,101406 | Introduction to Fluid Mechanics,Materials, Testing & Evaluation
21101144021 | 101404 | Introduction to Fluid Mechanics
21101144031 | 101401,101408 | Civil Engineering - Societal & Global Impact,Structural Analysis
21101144035 | 101404,101408 | Introduction to Fluid Mechanics,Structural Analysis
21101144046 | 101404,101408 | Introduction to Fluid Mechanics,Structural Analysis
21101144056 | 101404 | Introduction to Fluid Mechanics
21101144063 | 101404 | Introduction to Fluid Mechanics
21101144065 | 101401,101407 | Civil Engineering - Societal & Global Impact,Mechanical Engineering
21101144067 | 101404 | Introduction to Fluid Mechanics
21101144071 | 101404,101406 | Introduction to Fluid Mechanics,Materials, Testing & Evaluation
21101144072 | 101403,101404,101405,101408 | Engineering Geology,Introduction to Fluid Mechanics,Introduction to Solid Mechanics,Structural Analysis
21101144075 | 101404,101408 | Introduction to Fluid Mechanics,Structural Analysis
21101144079 | 101407,101408 | Mechanical Engineering,Structural Analysis
21101144083 | 101408 | Structural Analysis
21101144084 | 101401,101404,101407 | Civil Engineering - Societal & Global Impact,Introduction to Fluid Mechanics,Mechanical Engineering
21101144092 | 101401,101406 | Civil Engineering - Societal & Global Impact,Materials, Testing & Evaluation
21103144002 | 103402 | Electrical Machines – II
21103144010 | 103401,103404 | Electrical and Electronics Measurement,Signals and Systems
21103144015 | 100401,103402,103403,103404 | Biology for Engineers,Electrical Machines – II,Mathematics – III (Probability and Statistics),Signals and Systems
21103144016 | 103402,103404 | Electrical Machines – II,Signals and Systems
21103144018 | 103401 | Electrical and Electronics Measurement
21101145004 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101145008 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101145013 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101145019 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101145020 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101145021 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101145022 | 101407 | Mechanical Engineering
21101145024 | 101404 | Introduction to Fluid Mechanics
21101145028 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101145032 | 101405,101408,100408P | Introduction to Solid Mechanics,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101145036 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101145042 | 101404 | Introduction to Fluid Mechanics
21101145045 | 101408 | Structural Analysis
21102145001 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21102145002 | 102405,100408P | Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21103145003 | 100403 | Digital Electronics
21104145005 | 104403,104405,100408P | Digital Circuits,Semiconductor Physics and Devices,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21104145007 | 104404,104405 | Electromagnetic Theory,Semiconductor Physics and Devices
21101146007 | 101405 | Introduction to Solid Mechanics
21101146015 | 101403,101406,101408 | Engineering Geology,Materials, Testing & Evaluation,Structural Analysis
21101146023 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101146029 | 101404 | Introduction to Fluid Mechanics
21101146047 | 101406,101408,100408P | Materials, Testing & Evaluation,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21102146001 | 102401 | Applied Thermodynamics
21103146002 | 100403 | Digital Electronics
21103146012 | 100403,103402 | Digital Electronics,Electrical Machines – II
21103146018 | 100401,103401 | Biology for Engineers,Electrical and Electronics Measurement
21103146023 | 103402 | Electrical Machines – II
21103146024 | 100403 | Digital Electronics
21104146002 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21104146003 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21104146014 | 104401,104404 | Analog Circuits,Electromagnetic Theory
21104146016 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21104146017 | 104401 | Analog Circuits
21104146029 | 104401 | Analog Circuits
21104146031 | 104401 | Analog Circuits
21104146033 | 104405 | Semiconductor Physics and Devices
21101147006 | 101403,101404 | Engineering Geology,Introduction to Fluid Mechanics
21101147007 | 101404,101407 | Introduction to Fluid Mechanics,Mechanical Engineering
21101147012 | 101404 | Introduction to Fluid Mechanics
21101147016 | 101404 | Introduction to Fluid Mechanics
21101147017 | 101404,101408 | Introduction to Fluid Mechanics,Structural Analysis
21101147038 | 101405,101408 | Introduction to Solid Mechanics,Structural Analysis
21101147048 | 101401 | Civil Engineering - Societal & Global Impact
21101147049 | 101404,100408P | Introduction to Fluid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21102147002 | 102405 | Strength of Materials
21102147003 | 102403,102405 | Fluid Mechanics,Strength of Materials
21102147004 | 102405 | Strength of Materials
21102147005 | 102405 | Strength of Materials
21103147001 | 103402 | Electrical Machines – II
21103147013 | 103402 | Electrical Machines – II
21103147019 | 103402 | Electrical Machines – II
21103147020 | 103402 | Electrical Machines – II
21103147025 | 103402 | Electrical Machines – II
21104147001 | 104404,104405 | Electromagnetic Theory,Semiconductor Physics and Devices
21104147011 | 104401 | Analog Circuits
21104147018 | 104403 | Digital Circuits
21104147020 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21104147025 | 104401,104403,104404,104405 | Analog Circuits,Digital Circuits,Electromagnetic Theory,Semiconductor Physics and Devices
21101148002 | 101404 | Introduction to Fluid Mechanics
21101148007 | 101408 | Structural Analysis
21101148022 | 101404 | Introduction to Fluid Mechanics
21101148026 | 101408 | Structural Analysis
21101148027 | 101404,101406 | Introduction to Fluid Mechanics,Materials, Testing & Evaluation
21101148030 | 101406 | Materials, Testing & Evaluation
21101148033 | 101404,101405,101407,101408 | Introduction to Fluid Mechanics,Introduction to Solid Mechanics,Mechanical Engineering,Structural Analysis
21101148035 | 101406 | Materials, Testing & Evaluation
21101148036 | 101408 | Structural Analysis
21101148044 | 101408 | Structural Analysis
21101148047 | 101404,101408 | Introduction to Fluid Mechanics,Structural Analysis
21103148001 | 103402 | Electrical Machines – II
21103148004 | 100401 | Biology for Engineers
21103148006 | 100403,103404 | Digital Electronics,Signals and Systems
21104148001 | 104405 | Semiconductor Physics and Devices
21104148021 | 104405 | Semiconductor Physics and Devices
21101149005 | 101407 | Mechanical Engineering
21101149010 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101149016 | 101407 | Mechanical Engineering
21101149019 | 101407 | Mechanical Engineering
21101149021 | 101406 | Materials, Testing & Evaluation
21101149022 | 101407 | Mechanical Engineering
21101149025 | 101404,101405 | Introduction to Fluid Mechanics,Introduction to Solid Mechanics
21101149028 | 101403,101404,101408,100408P | Engineering Geology,Introduction to Fluid Mechanics,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101149029 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101149034 | 101404 | Introduction to Fluid Mechanics
21101149036 | 101404,101406,101408 | Introduction to Fluid Mechanics,Materials, Testing & Evaluation,Structural Analysis
21102149005 | 102401 | Applied Thermodynamics
21103149005 | 103404 | Signals and Systems
21103149006 | 100403,103401 | Digital Electronics,Electrical and Electronics Measurement
21103149009 | 103404 | Signals and Systems
21103149019 | 103401 | Electrical and Electronics Measurement
21101150002 | 101404,101405 | Introduction to Fluid Mechanics,Introduction to Solid Mechanics
21101150004 | 101407 | Mechanical Engineering
21101150005 | 101404 | Introduction to Fluid Mechanics
21101150006 | 100408P | MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101150009 | 101407 | Mechanical Engineering
21101150011 | 101404 | Introduction to Fluid Mechanics
21101150012 | 101403,100408P | Engineering Geology,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101150015 | 101402,101407 | Disaster Preparedness & Planning,Mechanical Engineering
21101150016 | 101405,101407,101408,100408P | Introduction to Solid Mechanics,Mechanical Engineering,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101150017 | 101405 | Introduction to Solid Mechanics
21101150025 | 101404,101407 | Introduction to Fluid Mechanics,Mechanical Engineering
21101150028 | 101407 | Mechanical Engineering
21101150031 | 101404,101405,101407 | Introduction to Fluid Mechanics,Introduction to Solid Mechanics,Mechanical Engineering
21101150033 | 101407 | Mechanical Engineering
21101150034 | 101405,100408P | Introduction to Solid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101150035 | 101403,101407,101408 | Engineering Geology,Mechanical Engineering,Structural Analysis
21101150036 | 101407 | Mechanical Engineering
21101150044 | 101404,101407,101408,100408P | Introduction to Fluid Mechanics,Mechanical Engineering,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101150046 | 101405,101407 | Introduction to Solid Mechanics,Mechanical Engineering
21101150047 | 101404 | Introduction to Fluid Mechanics
21101150056 | 101404,101407 | Introduction to Fluid Mechanics,Mechanical Engineering
21101150057 | 101404,101407 | Introduction to Fluid Mechanics,Mechanical Engineering
21101150060 | 101407,101408 | Mechanical Engineering,Structural Analysis
21101150068 | 101404,101405 | Introduction to Fluid Mechanics,Introduction to Solid Mechanics
21101150070 | 101403,101408 | Engineering Geology,Structural Analysis
21101150074 | 101408 | Structural Analysis
21101150075 | 101404 | Introduction to Fluid Mechanics
21101150077 | 101403 | Engineering Geology
21101150078 | 101404 | Introduction to Fluid Mechanics
21101150079 | 101407 | Mechanical Engineering
21101150081 | 101404,101407,101408,100408P | Introduction to Fluid Mechanics,Mechanical Engineering,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101150086 | 101403,101404,101408 | Engineering Geology,Introduction to Fluid Mechanics,Structural Analysis
21101150087 | 101404,101407,101408,100408P | Introduction to Fluid Mechanics,Mechanical Engineering,Structural Analysis,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101150089 | 101404 | Introduction to Fluid Mechanics
21101150094 | 101404,100408P | Introduction to Fluid Mechanics,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21101150097 | 101404,101408 | Introduction to Fluid Mechanics,Structural Analysis
21102150002 | 102405,100408P | Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
21102150005 | 102405,100408P | Strength of Materials,MOOCs / SWAYAM / NPTEL Courses - 1 (Practical)
